base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,Competitive,Cooperative,8bit_vector,4bit_orig,norm,norm_desc,variant_id,Emotion_Leniency,DNF,DNF_literals 
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,7.281,0.0,0.08,0.08,0.84,0.84,0.16,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.408,0.04,0.04,0.0,0.92,0.92,0.08,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,5.987,0.0,0.08,0.08,0.84,0.84,0.16,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.109,0.0,0.12,0.1,0.78,0.78,0.22,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.199,0.02,0.04,0.04,0.9,0.9,0.1,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,5.61,0.0,0.0,0.04,0.96,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.565,0.02,0.02,0.0,0.96,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.122,0.06,0.04,0.0,0.9,0.9,0.1,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.794,0.0,0.0,0.0,1.0,1.0,0.0,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.357,0.02,0.04,0.0,0.94,0.94,0.06,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.116,0.0,0.04,0.02,0.94,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,5.799,0.04,0.0,0.02,0.94,0.94,0.06,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.031,0.02,0.26,0.0,0.72,0.72,0.28,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.18,0.04,0.2,0.14,0.62,0.62,0.38,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.302,0.0,0.04,0.0,0.96,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.589,0.0,0.06,0.02,0.92,0.92,0.08,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,7.12,0.1,0.02,0.0,0.88,0.9,0.1,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.309,0.0,0.04,0.02,0.94,0.94,0.06,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,5.618,0.04,0.06,0.0,0.9,0.9,0.1,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.735,0.04,0.04,0.02,0.9,0.9,0.1,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,8.371,0.02,0.04,0.0,0.94,0.94,0.06,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,9.051,0.0,0.06,0.02,0.92,0.92,0.08,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,5.842,0.04,0.0,0.0,0.96,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,7.346,0.0,0.0,0.04,0.96,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.701,0.02,0.1,0.0,0.88,0.88,0.12,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.26,0.08,0.04,0.0,0.88,0.88,0.12,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,7.147,0.02,0.02,0.02,0.94,0.02,0.98,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,5.691,0.02,0.0,0.02,0.96,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.04,0.04,0.0,0.02,0.94,0.94,0.06,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,7.366,0.0,0.22,0.0,0.78,0.56,0.44,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,5.889,0.04,0.16,0.0,0.8,0.8,0.2,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.028,0.02,0.12,0.0,0.86,0.86,0.14,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,6.746,0.04,0.0,0.0,0.96,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,7.94,0.02,0.06,0.02,0.9,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.29,0.02,0.0,0.0,0.98,0.98,0.02,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,7.032,0.04,0.02,0.02,0.92,0.92,0.08,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.743,0.0,0.04,0.0,0.96,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,7.66,0.0,0.0,0.06,0.94,0.94,0.06,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.427,0.0,0.02,0.04,0.94,0.94,0.06,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,6.871,0.04,0.84,0.0,0.12,0.16,0.84,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.445,0.0,0.1,0.02,0.88,0.8,0.2,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.795,0.0,0.0,0.04,0.96,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.421,0.0,0.0,0.0,1.0,1.0,0.0,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.566,0.04,0.02,0.0,0.94,0.94,0.06,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.354,0.0,0.04,0.0,0.96,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,6.559,0.02,0.1,0.0,0.88,0.88,0.12,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.144,0.04,0.0,0.02,0.94,0.94,0.06,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.603,0.06,0.0,0.0,0.94,0.94,0.06,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.527,0.02,0.0,0.0,0.98,0.98,0.02,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.157,0.02,0.1,0.08,0.8,0.84,0.16,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.171,0.04,0.0,0.14,0.82,0.82,0.18,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.135,0.06,0.06,0.0,0.88,0.88,0.12,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,6.093,0.0,0.02,0.08,0.9,0.92,0.08,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.226,0.0,0.0,0.02,0.98,0.98,0.02,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.833,0.0,0.1,0.0,0.9,0.1,0.9,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.404,0.04,0.0,0.1,0.86,0.9,0.1,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.347,0.02,0.0,0.0,0.98,0.98,0.02,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.5,0.04,0.08,0.04,0.84,0.84,0.16,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.676,0.04,0.0,0.0,0.96,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,6.858,0.04,0.0,0.02,0.94,0.94,0.06,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,7.221,0.0,0.0,0.04,0.96,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.421,0.02,0.04,0.0,0.94,0.94,0.06,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.932,0.02,0.0,0.26,0.72,0.72,0.28,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.927,0.0,0.0,0.02,0.98,0.98,0.02,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.426,0.02,0.0,0.04,0.94,0.94,0.06,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,7.726,0.0,0.28,0.02,0.7,0.3,0.7,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.224,0.04,0.0,0.02,0.94,0.94,0.06,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.502,0.0,0.04,0.0,0.96,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.069,0.0,0.0,0.04,0.96,0.98,0.02,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.735,0.02,0.02,0.0,0.96,0.96,0.04,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
"[[0, 0], [1, 1]]","[[(0, 0), (1, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.64,0.02,0.02,0.0,0.96,0.98,0.02,00100101,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v8,0.25,(A & E) | (R & ~A & ~E),5
