variant_id,DNF_literals,Emotion_Leniency,gamma_center,is_base,avg_coop,std_coop,DNF,avg_coop_percent,std_coop_percent
ImageScoring_v6,7,0.5,0.4,False,13.3222,3.144995123451006,(A & E) | (A & ~R) | (R & ~A & ~E),13.3222,3.144995123451006
ImageScoring_v6,7,0.5,0.5,False,10.78966,1.778012059025702,(A & E) | (A & ~R) | (R & ~A & ~E),10.78966,1.778012059025702
ImageScoring_v6,7,0.5,0.6,False,9.1447,1.4126717522453112,(A & E) | (A & ~R) | (R & ~A & ~E),9.1447,1.4126717522453112
ImageScoring_v6,7,0.5,0.7,False,7.71894,1.2320023093339076,(A & E) | (A & ~R) | (R & ~A & ~E),7.71894,1.2320023093339076
ImageScoring_v6,7,0.5,0.8,False,7.156000000000001,1.2503671460815022,(A & E) | (A & ~R) | (R & ~A & ~E),7.156000000000001,1.2503671460815022
ImageScoring_v6,7,0.5,0.9,False,6.594919999999999,1.4000762783884748,(A & E) | (A & ~R) | (R & ~A & ~E),6.594919999999999,1.4000762783884748
ImageScoring_v6,7,0.5,1.0,False,5.9801,1.0706741772722228,(A & E) | (A & ~R) | (R & ~A & ~E),5.9801,1.0706741772722228
ImageScoring_v7,4,0.5,0.0,False,28.81594,5.677145259939099,(A & E) | (R & ~E),28.81594,5.677145259939099
ImageScoring_v7,4,0.5,0.1,False,29.01928,6.847530483022209,(A & E) | (R & ~E),29.01928,6.847530483022209
ImageScoring_v7,4,0.5,0.2,False,28.46584,6.214871457977523,(A & E) | (R & ~E),28.46584,6.214871457977523
ImageScoring_v7,4,0.5,0.3,False,24.569000000000003,5.4770592884302065,(A & E) | (R & ~E),24.569000000000003,5.4770592884302065
ImageScoring_v7,4,0.5,0.4,False,19.1342,5.6702089764606285,(A & E) | (R & ~E),19.1342,5.6702089764606285
ImageScoring_v7,4,0.5,0.5,False,15.146880000000001,4.592737379642706,(A & E) | (R & ~E),15.146880000000001,4.592737379642706
ImageScoring_v7,4,0.5,0.6,False,11.69702,2.94444237117028,(A & E) | (R & ~E),11.69702,2.94444237117028
ImageScoring_v7,4,0.5,0.7,False,8.92644,2.129954988122653,(A & E) | (R & ~E),8.92644,2.129954988122653
ImageScoring_v7,4,0.5,0.8,False,7.2304200000000005,1.090008576824522,(A & E) | (R & ~E),7.2304200000000005,1.090008576824522
ImageScoring_v7,4,0.5,0.9,False,6.4931600000000005,0.9888905422188017,(A & E) | (R & ~E),6.4931600000000005,0.9888905422188017
ImageScoring_v7,4,0.5,1.0,False,5.6647799999999995,0.7351931383060134,(A & E) | (R & ~E),5.6647799999999995,0.7351931383060134
ImageScoring_v8,5,0.25,0.0,False,30.20912,6.526344936501907,(A & E) | (R & ~A & ~E),30.20912,6.526344936501907
ImageScoring_v8,5,0.25,0.1,False,26.564,6.581040005274273,(A & E) | (R & ~A & ~E),26.564,6.581040005274273
