base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,Competitive,Cooperative
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,5.258,0.02,0.08,0.02,0.88,0.88,0.12
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,5.218,0.0,0.02,0.02,0.96,0.96,0.04
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,5.335,0.0,0.0,0.02,0.98,0.98,0.02
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,5.457,0.0,0.0,0.0,1.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,29.146,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,5.422,0.04,0.12,0.04,0.8,0.92,0.08
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,5.842,0.0,0.26,0.0,0.74,0.74,0.26
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,5.717,0.0,0.04,0.0,0.96,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,46.958,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,5.288,0.02,0.04,0.04,0.9,0.92,0.08
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.089,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.067,0.0,0.96,0.02,0.02,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.234,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,5.915,0.0,0.02,0.0,0.98,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.072,0.0,0.98,0.0,0.02,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.014,0.04,0.94,0.02,0.0,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,46.939,0.06,0.94,0.0,0.0,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.421,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.156,0.04,0.94,0.0,0.02,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,38.706,0.0,0.92,0.06,0.02,0.92,0.08
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,46.854,0.06,0.9,0.0,0.04,0.92,0.08
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,39.969,0.0,0.96,0.0,0.04,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.157,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,5.376,0.0,0.0,0.1,0.9,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,4.766,0.0,0.24,0.04,0.72,0.72,0.28
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.282,0.02,0.96,0.02,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,42.297,0.0,0.98,0.02,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,46.995,0.02,0.96,0.0,0.02,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,46.805,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.178,0.0,0.98,0.02,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,15.592,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.105,0.0,0.94,0.02,0.04,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,35.13,0.04,0.92,0.02,0.02,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,5.565,0.02,0.3,0.0,0.68,0.7,0.3
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,5.516,0.0,0.0,0.0,1.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,44.897,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.268,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.154,0.02,0.94,0.0,0.04,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,46.942,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,22.83,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.074,0.0,0.96,0.02,0.02,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.501,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,5.338,0.0,0.04,0.0,0.96,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,46.968,0.0,0.98,0.0,0.02,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.127,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,46.958,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.14,0.0,0.92,0.06,0.02,0.92,0.08
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,46.858,0.0,0.98,0.02,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,5.303,0.0,0.02,0.0,0.98,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,5.618,0.0,0.02,0.0,0.98,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.299,0.02,0.94,0.0,0.04,0.94,0.06
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,6.091,0.08,0.0,0.02,0.9,0.9,0.1
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,5.875,0.02,0.1,0.08,0.8,0.86,0.14
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,5.502,0.0,0.14,0.06,0.8,0.8,0.2
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.101,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.268,0.04,0.92,0.02,0.02,0.92,0.08
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.2,47.004,0.0,0.94,0.02,0.04,0.94,0.06
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.711,0.0,0.02,0.02,0.96,0.96,0.04
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.473,0.02,0.0,0.02,0.96,0.96,0.04
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.728,0.02,0.02,0.0,0.96,0.96,0.04
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,6.26,0.04,0.08,0.0,0.88,0.88,0.12
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.735,0.04,0.34,0.02,0.6,0.6,0.4
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,4.841,0.02,0.0,0.02,0.96,0.98,0.02
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.721,0.0,0.0,0.04,0.96,0.96,0.04
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.278,0.0,0.02,0.04,0.94,0.96,0.04
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.633,0.02,0.04,0.0,0.94,0.94,0.06
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.383,0.04,0.0,0.02,0.94,0.94,0.06
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.802,0.02,0.04,0.0,0.94,0.94,0.06
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.982,0.0,0.0,0.02,0.98,0.98,0.02
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,6.303,0.0,0.04,0.0,0.96,0.96,0.04
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.272,0.0,0.0,0.0,1.0,1.0,0.0
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,6.083,0.02,0.02,0.0,0.96,0.96,0.04
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.699,0.04,0.02,0.02,0.92,0.92,0.08
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.728,0.0,0.02,0.0,0.98,0.98,0.02
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,4.997,0.0,0.0,0.02,0.98,0.98,0.02
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.94,0.02,0.06,0.0,0.92,0.92,0.08
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.289,0.02,0.02,0.08,0.88,0.88,0.12
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,7.746,0.04,0.0,0.04,0.92,0.92,0.08
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.377,0.0,0.02,0.0,0.98,0.98,0.02
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.529,0.0,0.02,0.0,0.98,0.98,0.02
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.319,0.02,0.12,0.0,0.86,0.86,0.14
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.456,0.0,0.0,0.02,0.98,0.98,0.02
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.531,0.0,0.0,0.02,0.98,0.98,0.02
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.117,0.0,0.06,0.0,0.94,0.94,0.06
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,6.812,0.06,0.44,0.0,0.5,0.54,0.46
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,6.684,0.0,0.0,0.06,0.94,0.94,0.06
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.524,0.0,0.08,0.02,0.9,0.9,0.1
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.672,0.0,0.04,0.06,0.9,0.9,0.1
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.34,0.02,0.0,0.02,0.96,0.96,0.04
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.462,0.02,0.02,0.02,0.94,0.94,0.06
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.509,0.0,0.06,0.0,0.94,0.94,0.06
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.191,0.0,0.04,0.0,0.96,0.96,0.04
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.595,0.02,0.02,0.04,0.92,0.92,0.08
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.261,0.02,0.04,0.0,0.94,0.96,0.04
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.647,0.0,0.06,0.0,0.94,0.94,0.06
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.27,0.06,0.0,0.02,0.92,0.92,0.08
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.851,0.0,0.04,0.02,0.94,0.94,0.06
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.131,0.02,0.0,0.04,0.94,0.94,0.06
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.661,0.0,0.0,0.16,0.84,0.84,0.16
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.61,0.0,0.04,0.04,0.92,0.92,0.08
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.121,0.04,0.04,0.08,0.84,0.84,0.16
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,7.346,0.06,0.0,0.0,0.94,0.94,0.06
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.511,0.0,0.0,0.1,0.9,0.9,0.1
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,5.471,0.0,0.0,0.04,0.96,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.3,48.364,0.14,0.84,0.02,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.3,48.241,0.02,0.96,0.02,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.3,48.573,0.04,0.96,0.0,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.3,48.249,0.0,0.96,0.02,0.02,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.3,48.406,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(1, 0), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.3,5.042,0.02,0.1,0.04,0.84,0.84,0.16
