base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,78.872,0.653,0.85,0.025,0.925,0.0,0.05,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,78.864,0.634,0.125,0.05,0.025,0.9,0.025,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,79.167,0.656,0.05,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,79.396,0.671,0.875,0.05,0.925,0.025,0.0,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,18.403,0.729,0.15,0.0,0.0,0.975,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,28.189,0.713,0.8,0.125,0.85,0.025,0.0,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,51.417,0.724,0.15,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,52.985,0.651,0.825,0.125,0.85,0.025,0.0,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,76.017,0.768,0.9,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,79.647,0.735,0.15,0.0,0.0,0.975,0.025,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,80.003,0.792,0.075,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,80.087,0.764,0.15,0.0,0.0,0.95,0.05,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,78.448,0.721,0.125,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,67.995,0.626,0.2,0.025,0.025,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,80.068,0.754,0.2,0.025,0.025,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,79.975,0.715,0.825,0.0,0.925,0.05,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,79.583,0.774,0.825,0.075,0.9,0.025,0.0,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,79.794,0.76,0.075,0.05,0.0,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,79.856,0.758,0.9,0.025,0.95,0.025,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.873,1.0,0.95,0.025,0.95,0.025,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.919,1.0,0.95,0.0,1.0,0.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.997,1.0,0.075,0.0,0.0,0.95,0.05,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.85,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.884,1.0,0.925,0.0,0.975,0.025,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.997,1.0,0.075,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.91,1.0,0.175,0.025,0.075,0.875,0.025,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.665,1.0,0.9,0.0,0.975,0.025,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.736,1.0,0.125,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.09,1.0,0.1,0.0,0.025,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.083,1.0,0.2,0.125,0.05,0.8,0.025,0.8,0.2
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.975,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.98,1.0,0.175,0.05,0.025,0.85,0.075,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.82,1.0,0.075,0.025,0.0,0.975,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.984,1.0,0.075,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.143,1.0,0.525,0.05,0.025,0.1,0.825,0.82,0.17
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.78,1.0,0.525,0.05,0.0,0.05,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.892,1.0,0.525,0.0,0.125,0.0,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.653,1.0,0.525,0.0,0.1,0.15,0.75,0.75,0.25
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.804,1.0,0.525,0.05,0.05,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.381,1.0,0.525,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.984,1.0,0.525,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.911,1.0,0.525,0.0,0.075,0.025,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.886,1.0,0.525,0.0,0.0,0.075,0.925,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.821,1.0,0.525,0.025,0.025,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.576,1.0,0.525,0.0,0.0,0.075,0.925,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.464,1.0,0.525,0.0,0.0,0.025,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.441,1.0,0.525,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.344,1.0,0.525,0.0,0.2,0.0,0.8,0.8,0.2
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.011,1.0,0.525,0.0,0.05,0.025,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.089,0.154,0.45,0.0,0.025,0.125,0.85,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.187,0.174,0.75,0.025,0.05,0.05,0.875,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.851,0.144,0.475,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,29.254,0.819,0.025,0.025,0.0,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,44.986,0.744,0.0,0.025,0.0,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,51.71,0.832,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,54.78,0.715,0.05,0.025,0.025,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,49.668,0.821,0.05,0.075,0.05,0.875,0.0,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,71.715,0.834,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,74.114,0.749,0.975,0.0,0.975,0.025,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,85.538,0.782,0.025,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,85.675,0.825,0.05,0.0,0.0,0.95,0.05,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,85.618,0.8,0.05,0.025,0.0,0.925,0.05,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,85.647,0.775,0.025,0.05,0.05,0.875,0.025,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,85.326,0.795,0.95,0.0,0.95,0.05,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.27,0.219,0.25,0.0,0.075,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.662,0.174,0.45,0.0,0.0,0.15,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.266,0.199,0.775,0.025,0.0,0.05,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,19.384,0.87,0.025,0.125,0.025,0.85,0.0,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,43.353,0.815,0.925,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,60.633,0.874,0.975,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,64.221,0.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,86.993,0.789,0.075,0.025,0.0,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,87.153,0.83,0.075,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,70.333,0.841,0.9,0.025,0.95,0.025,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,73.767,0.881,0.95,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,86.972,0.891,0.975,0.025,0.95,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,87.32,0.895,0.975,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,87.076,0.779,0.125,0.025,0.0,0.9,0.075,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,87.176,0.84,0.95,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,49.215,0.259,0.3,0.0,0.1,0.025,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,56.557,0.884,0.975,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,63.995,0.879,0.925,0.1,0.875,0.025,0.0,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,68.738,0.896,0.1,0.15,0.0,0.85,0.0,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,68.639,0.911,0.025,0.0,0.0,0.975,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,61.546,0.9,0.95,0.125,0.875,0.0,0.0,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,74.57,0.896,0.9,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,78.964,0.907,0.05,0.025,0.0,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,88.833,0.829,0.8,0.175,0.8,0.025,0.0,0.2,0.8
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.143,0.922,0.075,0.025,0.0,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.01,0.919,0.0,0.025,0.0,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,88.934,0.911,0.1,0.0,0.075,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.102,0.896,0.1,0.0,0.0,0.975,0.025,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.256,0.954,0.0,0.05,0.0,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.06,0.9,0.975,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.962,1.0,0.875,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.673,1.0,0.025,0.075,0.0,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.933,1.0,0.1,0.0,0.0,0.975,0.025,0.03,0.97
