base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.227,1.0,0.475,0.025,0.0,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.858,1.0,0.475,0.0,0.0,0.15,0.85,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.78,1.0,0.475,0.0,0.05,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.607,1.0,0.475,0.0,0.4,0.025,0.575,0.42,0.57
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.003,1.0,0.475,0.025,0.0,0.1,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.033,1.0,0.475,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,8.371,0.972,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,15.132,0.981,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,43.694,0.955,0.025,0.025,0.025,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,60.185,0.924,1.0,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,68.325,0.964,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,86.378,0.903,0.1,0.05,0.05,0.875,0.025,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.505,0.981,0.05,0.0,0.025,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.679,0.959,0.975,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.764,0.943,0.95,0.0,0.95,0.025,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.455,0.948,0.025,0.0,0.0,0.975,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.08,0.176,0.725,0.0,0.05,0.025,0.925,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,59.681,0.948,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,75.153,0.93,0.025,0.1,0.0,0.875,0.025,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,66.519,0.986,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,86.505,0.935,0.925,0.025,0.95,0.025,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.744,0.953,0.95,0.05,0.925,0.0,0.025,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.564,0.966,0.975,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.589,0.955,0.025,0.075,0.0,0.9,0.025,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.621,0.964,0.025,0.025,0.0,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.775,0.955,0.95,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,29.769,0.984,0.975,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,58.562,1.0,0.025,0.0,0.025,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,77.088,0.974,0.9,0.0,0.925,0.025,0.05,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.632,0.971,0.075,0.275,0.025,0.675,0.025,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.665,0.994,0.925,0.05,0.875,0.05,0.025,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.797,0.955,0.025,0.025,0.0,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.669,0.989,0.0,0.025,0.0,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.771,0.975,0.05,0.075,0.0,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.674,0.976,0.975,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,92.621,0.979,0.9,0.05,0.875,0.075,0.0,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.114,1.0,0.925,0.1,0.85,0.05,0.0,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.659,1.0,0.05,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.958,1.0,0.125,0.05,0.0,0.95,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.092,1.0,0.075,0.025,0.0,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.891,1.0,0.875,0.0,0.975,0.0,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.773,1.0,0.05,0.0,0.0,1.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.985,1.0,0.95,0.0,1.0,0.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.823,1.0,0.175,0.125,0.025,0.85,0.0,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.996,1.0,0.975,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.851,1.0,0.925,0.05,0.925,0.0,0.025,0.07,0.93
