base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.554,0.139,0.525,0.0,0.025,0.075,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,58.315,0.925,0.975,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,69.576,0.932,1.0,0.125,0.875,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,84.559,0.857,0.925,0.025,0.925,0.0,0.05,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,40.915,0.859,0.925,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,88.938,0.829,0.975,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,89.039,0.871,0.925,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,88.487,0.939,0.925,0.0,0.925,0.0,0.075,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.559,0.11,0.425,0.0,0.025,0.05,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.081,0.133,0.55,0.075,0.0,0.05,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.311,0.653,0.45,0.0,0.05,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.412,0.091,0.2,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.518,0.527,0.55,0.075,0.025,0.025,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.925,0.396,0.4,0.0,0.075,0.0,0.925,0.5,0.5
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.59,0.423,0.575,0.025,0.025,0.05,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.489,0.13,0.375,0.0,0.0,0.025,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.616,0.134,0.35,0.0,0.025,0.05,0.925,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,7.586,0.439,0.4,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,7.565,0.512,0.45,0.05,0.025,0.075,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.557,0.114,0.375,0.025,0.0,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,7.724,0.483,0.55,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,8.156,0.676,0.55,0.0,0.15,0.0,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.802,0.116,0.4,0.0,0.0,0.05,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.397,0.153,0.6,0.0,0.175,0.025,0.8,0.2,0.8
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.756,0.561,0.575,0.025,0.0,0.0,0.975,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.572,0.133,0.35,0.025,0.0,0.075,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.553,0.621,0.45,0.0,0.05,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.103,0.101,0.2,0.025,0.0,0.025,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.337,0.732,0.5,0.0,0.05,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.614,0.54,0.425,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,8.743,0.374,0.45,0.025,0.0,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.167,0.471,0.4,0.0,0.325,0.0,0.675,0.68,0.33
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.452,0.116,0.425,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.577,0.104,0.4,0.025,0.0,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.296,0.149,0.45,0.025,0.1,0.025,0.85,0.15,0.85
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.099,0.121,0.375,0.0,0.125,0.0,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,7.377,0.163,0.4,0.1,0.025,0.0,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.451,0.166,0.45,0.025,0.075,0.025,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.996,0.182,0.2,0.025,0.025,0.275,0.675,0.3,0.7
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.601,0.136,0.45,0.025,0.0,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.503,0.168,0.425,0.05,0.0,0.025,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,28.253,0.208,0.575,0.0,0.175,0.1,0.725,0.28,0.72
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,37.679,0.921,0.95,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,57.252,0.826,0.875,0.225,0.725,0.05,0.0,0.28,0.72
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,69.476,0.924,0.925,0.125,0.875,0.0,0.0,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,89.735,0.875,0.9,0.125,0.825,0.05,0.0,0.17,0.82
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,89.839,0.871,0.925,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,88.242,0.861,0.825,0.0,0.95,0.05,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.177,0.136,0.55,0.0,0.0,0.075,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.573,0.129,0.325,0.025,0.0,0.05,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.942,0.135,0.6,0.0,0.0,0.025,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.452,0.152,0.45,0.05,0.0,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,7.184,0.1,0.425,0.0,0.025,0.075,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.263,0.138,0.425,0.0,0.0,0.05,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,52.442,0.143,0.35,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,9.857,0.451,0.5,0.0,0.0,0.05,0.95,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,52.107,0.861,0.975,0.225,0.775,0.0,0.0,0.23,0.78
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(0, 1), (1, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,78.86,0.92,0.925,0.025,0.95,0.0,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.799,0.573,0.525,0.025,0.05,0.05,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.609,0.115,0.5,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.464,0.14,0.475,0.0,0.0,0.025,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.111,0.115,0.425,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.545,0.499,0.525,0.0,0.35,0.0,0.65,0.65,0.35
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.147,0.119,0.425,0.05,0.0,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.97,0.145,0.35,0.0,0.0,0.125,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.344,0.233,0.425,0.0,0.05,0.0,0.95,0.3,0.7
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.912,0.129,0.325,0.05,0.025,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.083,0.12,0.35,0.05,0.05,0.025,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.595,0.12,0.55,0.025,0.025,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.317,0.694,0.725,0.0,0.075,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.837,0.156,0.375,0.0,0.05,0.1,0.85,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.716,0.42,0.475,0.0,0.0,0.05,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.954,0.53,0.625,0.025,0.025,0.05,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.903,0.179,0.45,0.075,0.025,0.05,0.85,0.15,0.85
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,7.086,0.114,0.45,0.025,0.025,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.344,0.143,0.35,0.025,0.05,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.542,0.14,0.4,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.188,0.524,0.55,0.025,0.025,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,7.118,0.13,0.475,0.025,0.075,0.0,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.335,0.146,0.375,0.0,0.075,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,9.058,0.444,0.575,0.0,0.05,0.075,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.641,0.136,0.275,0.025,0.025,0.025,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.1,0.518,0.15,0.0,0.125,0.025,0.85,0.82,0.17
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.386,0.539,0.5,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.769,0.145,0.425,0.0,0.0,0.175,0.825,0.17,0.82
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,7.022,0.737,0.6,0.0,0.25,0.0,0.75,0.75,0.25
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.783,0.603,0.175,0.0,0.075,0.0,0.925,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.864,0.573,0.55,0.0,0.1,0.125,0.775,0.8,0.2
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,7.352,0.143,0.45,0.025,0.075,0.075,0.825,0.17,0.82
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,7.466,0.13,0.575,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.675,0.521,0.425,0.025,0.025,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.698,0.129,0.55,0.025,0.0,0.025,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.376,0.121,0.525,0.025,0.0,0.025,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,4.797,0.158,0.375,0.025,0.1,0.0,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,7.575,0.532,0.55,0.0,0.025,0.025,0.95,0.97,0.03
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,22.192,0.161,0.475,0.05,0.85,0.1,0.0,0.15,0.85
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,19.709,0.715,0.6,0.0,0.175,0.0,0.825,0.82,0.17
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,48.727,0.209,0.375,0.0,0.0,0.55,0.45,0.57,0.42
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.136,0.154,0.45,0.05,0.0,0.075,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,5.209,0.094,0.425,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.217,0.135,0.35,0.05,0.0,0.075,0.875,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 1)]]",40,400,1.0,0.01,0.01,0.0,1.0,5,1,1.0,400,80,0.0,1.0,0.0,0.5,6.891,0.136,0.4,0.025,0.075,0.025,0.875,0.12,0.88
