base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.783,0.152,0.02,0.02,0.04,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.134,0.126,0.02,0.0,0.06,0.92,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.476,0.114,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.769,0.138,0.0,0.0,0.04,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.446,0.148,0.04,0.06,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.488,0.154,0.06,0.04,0.06,0.84,0.84,0.16
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,27.707,0.098,0.04,0.0,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.754,0.11,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.76,0.133,0.02,0.06,0.02,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.138,0.106,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.457,0.138,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.759,0.233,0.0,0.04,0.24,0.72,0.72,0.28
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.189,0.169,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.308,0.138,0.0,0.02,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.76,0.111,0.0,0.02,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.09,0.115,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.311,0.099,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.238,0.13,0.08,0.0,0.04,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.474,0.092,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.715,0.127,0.0,0.02,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,28.152,0.091,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,9.273,0.156,0.0,0.0,0.06,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.293,0.153,0.0,0.0,0.04,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.016,0.102,0.04,0.04,0.0,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.936,0.1,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,8.893,0.106,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.824,0.106,0.02,0.0,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.672,0.15,0.02,0.06,0.02,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,7.42,0.103,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.62,0.126,0.0,0.04,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,45.481,0.15,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,73.938,0.907,0.0,0.02,0.96,0.02,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.204,0.141,0.02,0.02,0.04,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.105,0.134,0.0,0.0,0.04,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.897,0.111,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,91.328,0.98,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,75.081,0.18,0.0,0.08,0.0,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.199,0.134,0.0,0.1,0.02,0.88,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.112,0.115,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.659,0.139,0.02,0.0,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,27.621,0.987,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,33.409,0.194,0.02,0.04,0.18,0.76,0.76,0.24
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.028,0.126,0.02,0.02,0.0,0.96,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.961,0.138,0.0,0.0,0.04,0.96,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,69.599,0.98,0.04,0.0,0.94,0.02,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.603,0.141,0.0,0.06,0.04,0.9,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.024,0.146,0.0,0.06,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.726,0.142,0.0,0.02,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.627,0.132,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.936,0.218,0.02,0.1,0.0,0.88,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.584,0.13,0.0,0.08,0.0,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,58.554,0.979,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.959,0.143,0.12,0.0,0.04,0.84,0.84,0.16
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,10.766,0.134,0.0,0.0,0.04,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.04,0.499,0.0,0.0,0.0,1.0,0.56,0.44
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.861,0.14,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,28.142,0.163,0.02,0.0,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.687,0.194,0.02,0.0,0.06,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,23.208,0.164,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.506,0.177,0.0,0.04,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.959,0.201,0.02,0.02,0.04,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.825,0.249,0.0,0.02,0.06,0.92,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.877,0.137,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.618,0.149,0.0,0.02,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.254,0.214,0.0,0.02,0.1,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.178,0.143,0.0,0.02,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.167,0.273,0.08,0.0,0.0,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.789,0.106,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,55.47,0.982,0.0,0.02,0.98,0.0,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.447,0.252,0.02,0.08,0.04,0.86,0.86,0.14
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,91.317,0.961,0.0,0.0,0.98,0.02,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.905,0.134,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,10.62,0.171,0.0,0.0,0.04,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,25.006,0.252,0.0,0.02,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.579,0.128,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.753,0.18,0.02,0.0,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.487,0.282,0.0,0.12,0.0,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.742,0.21,0.04,0.04,0.0,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.485,0.251,0.0,0.08,0.06,0.86,0.86,0.14
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.854,0.125,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.523,0.133,0.06,0.0,0.06,0.88,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.93,0.114,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.921,0.11,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.896,0.112,0.02,0.0,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.287,0.65,0.0,0.06,0.06,0.88,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.607,0.165,0.0,0.04,0.06,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.971,0.12,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,13.161,0.16,0.0,0.06,0.08,0.86,0.86,0.14
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.994,0.102,0.0,0.1,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.844,0.135,0.0,0.02,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.419,0.186,0.0,0.02,0.06,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.999,0.148,0.0,0.02,0.06,0.92,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.464,0.129,0.06,0.02,0.04,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.868,0.182,0.0,0.1,0.1,0.8,0.84,0.16
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.849,0.111,0.04,0.02,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.744,0.118,0.04,0.02,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.268,0.121,0.0,0.0,0.08,0.92,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.324,0.186,0.0,0.18,0.02,0.8,0.8,0.2
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.199,0.166,0.0,0.06,0.12,0.82,0.82,0.18
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.74,0.188,0.02,0.0,0.06,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.093,0.217,0.0,0.02,0.08,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.717,0.125,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.835,0.126,0.0,0.1,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.887,0.123,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,14.158,0.142,0.04,0.0,0.0,0.96,0.96,0.04
