base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,64.137,0.102,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,89.727,0.588,0.02,0.46,0.02,0.5,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.165,0.267,0.12,0.02,0.02,0.84,0.84,0.16
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.789,0.179,0.0,0.04,0.06,0.9,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.987,0.131,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.94,0.154,0.0,0.02,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.308,0.149,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.836,0.194,0.02,0.06,0.06,0.86,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.019,0.193,0.0,0.04,0.06,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,70.817,0.981,0.0,1.0,0.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.176,0.127,0.02,0.02,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.067,0.183,0.0,0.04,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,44.331,0.177,0.0,0.02,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.758,0.215,0.0,0.04,0.06,0.9,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.77,0.126,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,12.863,0.134,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.111,0.113,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.275,0.15,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.716,0.114,0.06,0.02,0.0,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.18,0.159,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.786,0.115,0.0,0.02,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.771,0.112,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.064,0.114,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.878,0.159,0.02,0.02,0.04,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,27.7,0.152,0.06,0.08,0.02,0.84,0.84,0.16
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.52,0.107,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.801,0.121,0.0,0.1,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,35.265,0.661,0.0,0.04,0.04,0.92,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.741,0.116,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.67,0.181,0.02,0.04,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.847,0.133,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,10.013,0.149,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.139,0.142,0.02,0.02,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.503,0.138,0.0,0.0,0.06,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 0), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.497,0.133,0.02,0.02,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,12.084,0.112,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.094,0.17,0.02,0.0,0.1,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.827,0.174,0.0,0.08,0.12,0.8,0.8,0.2
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,9.215,0.158,0.08,0.0,0.1,0.82,0.82,0.18
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,10.461,0.126,0.0,0.0,0.04,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.241,0.235,0.0,0.04,0.16,0.8,0.8,0.2
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.125,0.141,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.691,0.14,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.17,0.138,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,9.279,0.118,0.04,0.94,0.0,0.02,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,30.857,0.146,0.0,0.0,0.06,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.178,0.118,0.0,0.0,0.04,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.108,0.207,0.02,0.08,0.02,0.88,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,11.861,0.101,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.817,0.114,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.864,0.123,0.06,0.0,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.74,0.113,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,13.552,0.122,0.02,0.0,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,22.347,0.134,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.103,0.134,0.02,0.0,0.12,0.86,0.86,0.14
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,22.996,0.099,0.0,0.02,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.642,0.126,0.0,0.02,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.882,0.201,0.0,0.06,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.576,0.277,0.0,0.02,0.12,0.86,0.86,0.14
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.822,0.116,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.339,0.104,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.255,0.232,0.04,0.1,0.08,0.78,0.78,0.22
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,7.307,0.134,0.0,0.04,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.324,0.104,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.223,0.136,0.04,0.0,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.044,0.231,0.04,0.0,0.12,0.84,0.84,0.16
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.964,0.166,0.02,0.02,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.884,0.156,0.0,0.04,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.24,0.239,0.0,0.02,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.704,0.118,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.742,0.12,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.63,0.095,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.258,0.238,0.02,0.06,0.02,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.878,0.11,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.881,0.197,0.02,0.08,0.02,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,7.69,0.214,0.0,0.0,0.06,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.426,0.189,0.0,0.0,0.04,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.933,0.465,0.04,0.14,0.0,0.82,0.82,0.18
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.894,0.167,0.04,0.04,0.02,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.953,0.114,0.0,0.06,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.06,0.159,0.0,0.0,0.06,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.92,0.24,0.04,0.02,0.1,0.84,0.84,0.16
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.727,0.114,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.15,0.205,0.06,0.06,0.0,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.642,0.145,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,71.229,0.987,0.02,0.96,0.0,0.02,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,81.687,0.975,0.02,0.98,0.0,0.0,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,68.205,0.959,0.0,0.96,0.02,0.02,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,85.316,0.662,0.02,0.94,0.02,0.02,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.083,0.124,0.0,0.02,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,32.593,0.116,0.0,0.0,0.02,0.98,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,24.471,0.113,0.04,0.02,0.04,0.9,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.515,0.174,0.0,0.02,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.188,0.11,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.9,0.131,0.02,0.0,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,30.847,0.646,0.0,0.0,0.02,0.98,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.801,0.124,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.721,0.214,0.02,0.1,0.06,0.82,0.84,0.16
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.941,0.112,0.02,0.0,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.567,0.11,0.0,0.0,0.04,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,57.844,0.164,0.0,0.0,0.04,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.707,0.227,0.02,0.04,0.02,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.053,0.154,0.0,0.06,0.04,0.9,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.072,0.104,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,46.078,0.879,0.0,0.98,0.0,0.02,0.98,0.02
